user_id,user_archetype,page_name,entry_time,exit_time
Tim,b,/,2024-03-26 14:36:29.365448+00:00,2024-03-26 14:36:29.435851+00:00
Tim,b,/patients,2024-03-26 14:36:29.440627+00:00,2024-03-26 14:36:30.900012+00:00
Tim,b,/1/,2024-03-26 14:36:30.912564+00:00,2024-03-26 14:36:57.586635+00:00
Tim,b,/record_hover_event/,2024-03-26 14:36:57.592606+00:00,2024-03-26 14:37:23.926110+00:00
Tim,b,/1/prediction/,2024-03-26 14:37:23.950547+00:00,2024-03-26 14:37:24.103820+00:00
Tim,b,/record_hover_event/,2024-03-26 14:37:24.109351+00:00,2024-03-26 14:43:37.881054+00:00
Tim,b,/1/,2024-03-26 14:43:37.889694+00:00,2024-03-26 14:43:38.857006+00:00
Tim,b,/record_hover_event/,2024-03-26 14:43:38.868535+00:00,2024-03-26 14:43:51.752294+00:00
Tim,b,/patients,2024-03-26 14:43:51.757156+00:00,2024-03-26 14:43:56.219045+00:00
Tim,b,/2/,2024-03-26 14:43:56.227433+00:00,2024-03-26 14:43:57.140280+00:00
Tim,b,/record_hover_event/,2024-03-26 14:43:57.145987+00:00,2024-03-26 14:46:38.466521+00:00
Tim,b,/track_link_click/,2024-03-26 14:46:38.472021+00:00,2024-03-26 14:46:38.490247+00:00
Tim,b,/2/prediction/,2024-03-26 14:46:38.497054+00:00,2024-03-26 14:46:39.133139+00:00
Tim,b,/record_hover_event/,2024-03-26 14:46:39.138928+00:00,2024-03-26 14:47:46.096455+00:00
Tim,b,/2/,2024-03-26 14:47:46.110232+00:00,2024-03-26 14:47:49.610844+00:00
Tim,b,/patients,2024-03-26 14:47:49.618471+00:00,2024-03-26 14:47:52.862735+00:00
Tim,b,/1/,2024-03-26 14:47:52.876417+00:00,2024-03-26 14:47:53.590832+00:00
Tim,b,/record_hover_event/,2024-03-26 14:47:53.596627+00:00,2024-03-26 14:47:58.549418+00:00
Tim,b,/1/process_user_input/,2024-03-26 14:47:58.555107+00:00,2024-03-26 14:47:58.582989+00:00
Tim,b,/patients,2024-03-26 14:47:58.588650+00:00,2024-03-26 14:47:59.964049+00:00
Tim,b,/2/,2024-03-26 14:47:59.976397+00:00,2024-03-26 14:48:00.528902+00:00
Tim,b,/record_hover_event/,2024-03-26 14:48:00.537192+00:00,2024-03-26 14:48:04.779261+00:00
Tim,b,/2/process_user_input/,2024-03-26 14:48:04.784976+00:00,2024-03-26 14:48:04.813771+00:00
Tim,b,/patients,2024-03-26 14:48:04.818972+00:00,2024-03-26 14:48:06.530676+00:00
Tim,b,/3/,2024-03-26 14:48:06.537614+00:00,2024-03-26 14:48:07.353342+00:00
Tim,b,/record_hover_event/,2024-03-26 14:48:07.360388+00:00,2024-03-26 14:49:55.040654+00:00
Tim,b,/track_link_click/,2024-03-26 14:49:55.046438+00:00,2024-03-26 14:49:55.059685+00:00
Tim,b,/3/prediction/,2024-03-26 14:49:55.065488+00:00,2024-03-26 14:50:43.480467+00:00
Tim,b,/record_hover_event/,2024-03-26 14:50:43.486773+00:00,2024-03-26 14:50:44.403303+00:00
Tim,b,/3/,2024-03-26 14:50:44.416205+00:00,2024-03-26 14:50:46.082205+00:00
Tim,b,/record_hover_event/,2024-03-26 14:50:46.087533+00:00,2024-03-26 14:50:46.957501+00:00
Tim,b,/track_link_click/,2024-03-26 14:50:46.984902+00:00,
Tim,b,/3/guideline/,2024-03-26 14:50:46.997693+00:00,2024-03-26 14:50:59.962201+00:00
Tim,b,/record_hover_event/,2024-03-26 14:50:59.967438+00:00,2024-03-26 14:51:00.688992+00:00
Tim,b,/3/,2024-03-26 14:51:00.694046+00:00,2024-03-26 14:51:01.648787+00:00
Tim,b,/record_hover_event/,2024-03-26 14:51:01.653617+00:00,2024-03-26 14:52:08.949087+00:00
Tim,b,/3/process_user_input/,2024-03-26 14:52:08.953906+00:00,2024-03-26 14:52:09.014679+00:00
Tim,b,/patients,2024-03-26 14:52:09.020345+00:00,2024-03-26 14:52:10.925185+00:00
Tim,b,/4/,2024-03-26 14:52:10.937258+00:00,2024-03-26 14:52:11.973756+00:00
Tim,b,/record_hover_event/,2024-03-26 14:52:11.979003+00:00,2024-03-26 14:54:05.217898+00:00
Tim,b,/,2024-03-26 14:54:05.230366+00:00,2024-03-26 14:54:08.756723+00:00
Tim,b,/4/prediction/,2024-03-26 14:54:08.765337+00:00,2024-03-26 14:54:41.970388+00:00
Tim,b,/record_hover_event/,2024-03-26 14:54:41.978816+00:00,2024-03-26 14:55:05.820870+00:00
Tim,b,/4/guideline/,2024-03-26 14:55:05.833260+00:00,2024-03-26 14:55:17.335310+00:00
