user_id,user_archetype,page_name,entry_time,exit_time
27,b,/,2024-07-02 10:55:13.590373+00:00,2024-07-02 10:55:13.684754+00:00
27,b,/details,2024-07-02 10:55:13.692743+00:00,2024-07-02 10:55:15.232354+00:00
27,b,/patients,2024-07-02 10:55:15.245020+00:00,2024-07-02 10:55:27.320126+00:00
27,b,/1/,2024-07-02 10:55:27.325096+00:00,2024-07-02 10:55:30.369959+00:00
27,b,/record_hover_event/,2024-07-02 10:55:30.376401+00:00,2024-07-02 10:59:56.415247+00:00
27,b,/1/process_user_input/,2024-07-02 10:59:56.421119+00:00,2024-07-02 10:59:56.510371+00:00
27,b,/patients,2024-07-02 10:59:56.518810+00:00,2024-07-02 10:59:59.036710+00:00
27,b,/2/,2024-07-02 10:59:59.049314+00:00,2024-07-02 11:00:03.531775+00:00
27,b,/record_hover_event/,2024-07-02 11:00:03.536916+00:00,2024-07-02 11:01:41.506215+00:00
27,b,/2/process_user_input/,2024-07-02 11:01:41.512072+00:00,2024-07-02 11:01:41.571752+00:00
27,b,/patients,2024-07-02 11:01:41.576720+00:00,2024-07-02 11:01:44.011059+00:00
27,b,/3/,2024-07-02 11:01:44.023142+00:00,2024-07-02 11:01:45.099126+00:00
27,b,/record_hover_event/,2024-07-02 11:01:45.104993+00:00,2024-07-02 11:03:29.322526+00:00
27,b,/3/process_user_input/,2024-07-02 11:03:29.327841+00:00,2024-07-02 11:03:29.365781+00:00
27,b,/patients,2024-07-02 11:03:29.371072+00:00,2024-07-02 11:03:31.581103+00:00
27,b,/4/,2024-07-02 11:03:31.593403+00:00,2024-07-02 11:03:35.087115+00:00
27,b,/record_hover_event/,2024-07-02 11:03:35.091399+00:00,2024-07-02 11:04:33.399984+00:00
27,b,/4/process_user_input/,2024-07-02 11:04:33.405038+00:00,2024-07-02 11:04:33.613036+00:00
27,b,/patients,2024-07-02 11:04:33.625754+00:00,2024-07-02 11:04:35.995882+00:00
27,b,/5/,2024-07-02 11:04:36.008055+00:00,2024-07-02 11:04:37.955705+00:00
27,b,/record_hover_event/,2024-07-02 11:04:37.960744+00:00,2024-07-02 11:06:18.177953+00:00
27,b,/5/process_user_input/,2024-07-02 11:06:18.186528+00:00,2024-07-02 11:06:18.302116+00:00
27,b,/patients,2024-07-02 11:06:18.314091+00:00,2024-07-02 11:06:21.298507+00:00
27,b,/6/,2024-07-02 11:06:21.310338+00:00,2024-07-02 11:06:22.813495+00:00
27,b,/record_hover_event/,2024-07-02 11:06:22.818882+00:00,2024-07-02 11:09:26.655810+00:00
27,b,/6/process_user_input/,2024-07-02 11:09:26.660972+00:00,2024-07-02 11:09:26.762005+00:00
27,b,/patients,2024-07-02 11:09:26.770991+00:00,2024-07-02 11:09:29.254465+00:00
27,b,/7/,2024-07-02 11:09:29.266089+00:00,2024-07-02 11:09:32.258226+00:00
27,b,/record_hover_event/,2024-07-02 11:09:32.264330+00:00,2024-07-02 11:12:30.445825+00:00
27,b,/7/process_user_input/,2024-07-02 11:12:30.450777+00:00,2024-07-02 11:12:30.566499+00:00
27,b,/patients,2024-07-02 11:12:30.575786+00:00,2024-07-02 11:12:33.039967+00:00
27,b,/8/,2024-07-02 11:12:33.051694+00:00,2024-07-02 11:12:36.209959+00:00
27,b,/record_hover_event/,2024-07-02 11:12:36.215837+00:00,2024-07-02 11:15:17.579556+00:00
27,b,/8/process_user_input/,2024-07-02 11:15:17.584930+00:00,2024-07-02 11:15:17.697801+00:00
27,b,/patients,2024-07-02 11:15:17.708477+00:00,2024-07-02 11:15:19.735512+00:00
27,b,/9/,2024-07-02 11:15:19.747179+00:00,2024-07-02 11:16:42.467618+00:00
27,b,/9/process_user_input/,2024-07-02 11:16:42.472585+00:00,2024-07-02 11:16:42.574687+00:00
27,b,/patients,2024-07-02 11:16:42.582932+00:00,2024-07-02 11:16:45.074935+00:00
27,b,/10/,2024-07-02 11:16:45.087002+00:00,2024-07-02 11:16:46.416986+00:00
27,b,/record_hover_event/,2024-07-02 11:16:46.422592+00:00,2024-07-02 11:18:10.586766+00:00
27,b,/10/process_user_input/,2024-07-02 11:18:10.591746+00:00,2024-07-02 11:18:10.694548+00:00
27,b,/patients,2024-07-02 11:18:10.704621+00:00,2024-07-02 11:18:12.928620+00:00
27,b,/11/,2024-07-02 11:18:12.940969+00:00,2024-07-02 11:18:15.431744+00:00
27,b,/record_hover_event/,2024-07-02 11:18:15.436638+00:00,2024-07-02 11:19:17.243766+00:00
27,b,/11/process_user_input/,2024-07-02 11:19:17.248991+00:00,2024-07-02 11:19:17.383238+00:00
27,b,/patients,2024-07-02 11:19:17.395125+00:00,2024-07-02 11:19:19.694976+00:00
27,b,/12/,2024-07-02 11:19:19.707900+00:00,2024-07-02 11:19:22.399882+00:00
27,b,/record_hover_event/,2024-07-02 11:19:22.405021+00:00,2024-07-02 11:20:34.462786+00:00
27,b,/12/process_user_input/,2024-07-02 11:20:34.467718+00:00,2024-07-02 11:20:34.569846+00:00
27,b,/patients,2024-07-02 11:20:34.577780+00:00,2024-07-02 11:20:37.146646+00:00
27,b,/sus,2024-07-02 11:20:37.158554+00:00,2024-07-02 11:20:37.266099+00:00
27,b,/sus/,2024-07-02 11:20:37.275538+00:00,2024-07-02 11:22:47.578788+00:00
27,b,/tam/,2024-07-02 11:22:47.591020+00:00,2024-07-02 11:28:20.588591+00:00
