user_id,user_archetype,patient,component,hover_duration
8,a,1,patient_details_age:,0.674
8,a,1,patient_details_sex:,0.88
8,a,1,patient_details_ethnicity:,0.449
8,a,1,patient_details_indices_of_multiple_deprivation_decile:,0.598
8,a,1,patient_details_co-morbidities:,0.302
8,a,1,patient_details_diagnosis:,1.0
8,a,1,patient_details_antibiotic_treatment:,0.449
8,a,1,vitals_table_Metric / Time (hours),0.1
8,a,1,vitals_table_Metric / Time (hours),0.137
8,a,1,vitals_table_Metric / Time (hours),0.153
8,a,1,vitals_table_Temperature,0.045
8,a,1,vitals_table_Temperature,0.354
8,a,1,vitals_table_Temperature,0.145
8,a,1,vitals_table_Temperature,0.106
8,a,1,vitals_table_Temperature,0.102
8,a,1,vitals_table_Temperature,0.091
8,a,1,vitals_table_Temperature,0.454
8,a,1,vitals_table_Systolic Blood Pressure,0.05
8,a,1,vitals_table_SpO2,0.04
8,a,1,vitals_table_Glasgow Coma Score,0.104
8,a,1,vitals_table_Conscious Level,0.047
8,a,1,vitals_table_Conscious Level,0.102
8,a,1,vitals_table_Glasgow Coma Score,0.102
8,a,1,vitals_table_Temperature,0.066
8,a,1,vitals_table_Temperature,0.041
8,a,1,vitals_table_Systolic Blood Pressure,0.082
8,a,1,vitals_table_Mean Arterial Pressure,0.016
8,a,1,vitals_table_Glasgow Coma Score,0.05
8,a,1,echarts_plot,0.067
8,a,1,vitals_table_Conscious Level,0.097
8,a,1,vitals_table_Diastolic Blood Pressure,0.036
8,a,1,vitals_table_Systolic Blood Pressure,0.17
8,a,1,vitals_table_Respiratory Rate,0.728
8,a,1,vitals_table_Respiratory Rate,0.404
8,a,1,vitals_table_Heart Rate,0.894
8,a,1,vitals_table_Heart Rate,0.075
8,a,1,vitals_table_Respiratory Rate,0.081
8,a,1,vitals_table_Respiratory Rate,0.192
8,a,1,vitals_table_Respiratory Rate,0.446
8,a,1,vitals_table_Heart Rate,0.057
8,a,1,vitals_table_Heart Rate,0.106
8,a,1,vitals_table_Systolic Blood Pressure,0.037
8,a,1,vitals_table_Systolic Blood Pressure,0.059
8,a,1,vitals_table_Systolic Blood Pressure,0.337
8,a,1,vitals_table_Systolic Blood Pressure,0.103
8,a,1,vitals_table_Heart Rate,0.394
8,a,1,vitals_table_Systolic Blood Pressure,0.049
8,a,1,vitals_table_Systolic Blood Pressure,0.048
8,a,1,prediction_alert,0.097
8,a,1,guideline_alert,0.053
8,a,1,vitals_table_Supplemental Oxygen,0.053
8,a,1,vitals_table_Supplemental Oxygen,0.299
8,a,1,vitals_table_Conscious Level,0.104
8,a,1,vitals_table_SpO2,0.24
8,a,1,vitals_table_Mean Arterial Pressure,0.105
8,a,1,vitals_table_SpO2,0.096
8,a,1,vitals_table_Glasgow Coma Score,0.2
8,a,1,vitals_table_Conscious Level,0.397
8,a,1,vitals_table_Supplemental Oxygen,0.698
8,a,1,vitals_table_Supplemental Oxygen,0.103
8,a,2,patient_details_age:,0.167
8,a,2,patient_details_sex:,0.139
8,a,2,patient_details_ethnicity:,0.338
8,a,2,patient_details_indices_of_multiple_deprivation_decile:,2.039
8,a,2,patient_details_co-morbidities:,1.085
8,a,2,patient_details_diagnosis:,3.304
8,a,2,patient_details_antibiotic_treatment:,0.25
8,a,2,patient_details_antibiotic_treatment:,0.699
8,a,2,vitals_table_Metric / Time (hours),0.101
8,a,2,vitals_table_Temperature,0.205
8,a,2,vitals_table_Metric / Time (hours),4.385
8,a,2,vitals_table_Metric / Time (hours),0.121
8,a,2,vitals_table_Metric / Time (hours),0.038
8,a,2,vitals_table_Metric / Time (hours),0.1
8,a,2,vitals_table_Metric / Time (hours),0.038
8,a,2,patient_details_,0.048
8,a,2,patient_details_diagnosis:,0.103
8,a,2,patient_details_antibiotic_treatment:,0.106
8,a,2,patient_details_diagnosis:,0.246
8,a,2,patient_details_antibiotic_treatment:,0.056
8,a,2,vitals_table_Metric / Time (hours),7.7
8,a,2,vitals_table_Heart Rate,0.556
8,a,2,vitals_table_Heart Rate,0.05
