user_id,user_archetype,patient,component,hover_duration
6,a,1,patient_details_sex:,0.146
6,a,1,patient_details_sex:,0.25
6,a,1,patient_details_sex:,0.45
6,a,1,patient_details_ethnicity:,0.196
6,a,1,patient_details_imddecil:,0.403
6,a,1,patient_details_co-morbidities:,0.958
6,a,1,patient_details_diagnosis:,0.699
6,a,1,patient_details_antibiotic_treatment:,2.418
6,a,1,vitals_table_Metric / Time (hours),0.701
6,a,1,vitals_table_Temperature,0.197
6,a,1,vitals_table_Respiratory Rate,0.098
6,a,1,vitals_table_Respiratory Rate,0.245
6,a,1,vitals_table_Temperature,0.3
6,a,1,vitals_table_Temperature,0.355
6,a,1,vitals_table_Temperature,0.461
6,a,1,vitals_table_Temperature,0.236
6,a,1,vitals_table_Temperature,0.944
6,a,1,vitals_table_Temperature,11.237
6,a,1,vitals_table_Conscious Level,0.264
6,a,1,vitals_table_Supplemental Oxygen,0.053
6,a,1,echarts_plot,0.282
6,a,1,guideline_alert,0.2
6,a,1,prediction_alert,0.091
6,a,1,guideline_alert,0.11
6,a,1,patient_details_sex:,0.048
6,a,1,patient_details_imddecil:,0.05
6,a,1,patient_details_co-morbidities:,0.116
6,a,1,patient_details_antibiotic_treatment:,0.059
6,a,1,vitals_table_Metric / Time (hours),0.152
6,a,1,vitals_table_Temperature,0.448
6,a,1,vitals_table_Temperature,0.199
6,a,1,vitals_table_Temperature,0.099
6,a,1,vitals_table_Respiratory Rate,0.057
6,a,1,vitals_table_Respiratory Rate,0.139
6,a,1,vitals_table_Temperature,0.349
6,a,1,vitals_table_Respiratory Rate,0.051
6,a,1,vitals_table_Temperature,0.057
6,a,1,guideline_alert,0.049
6,a,2,patient_details_co-morbidities:,0.108
6,a,2,patient_details_sex:,0.168
6,a,2,patient_details_sex:,0.002
6,a,2,patient_details_co-morbidities:,0.259
6,a,2,patient_details_ethnicity:,0.186
6,a,2,patient_details_imddecil:,0.161
6,a,2,patient_details_diagnosis:,0.3
6,a,2,patient_details_diagnosis:,1.148
6,a,2,patient_details_antibiotic_treatment:,0.101
6,a,2,vitals_table_Metric / Time (hours),0.396
6,a,2,vitals_table_Metric / Time (hours),0.048
6,a,2,vitals_table_Temperature,0.263
6,a,2,vitals_table_Metric / Time (hours),0.062
6,a,2,vitals_table_Temperature,0.692
6,a,2,vitals_table_Respiratory Rate,0.147
6,a,2,vitals_table_Respiratory Rate,0.102
6,a,2,vitals_table_Respiratory Rate,0.086
6,a,2,vitals_table_Temperature,1.164
6,a,2,vitals_table_Metric / Time (hours),0.436
6,a,2,vitals_table_Metric / Time (hours),0.1
6,a,2,vitals_table_Metric / Time (hours),0.064
6,a,2,vitals_table_Metric / Time (hours),0.048
6,a,2,vitals_table_Metric / Time (hours),0.101
6,a,2,vitals_table_Metric / Time (hours),0.046
6,a,2,vitals_table_Temperature,0.047
6,a,2,vitals_table_Temperature,0.504
6,a,2,vitals_table_Temperature,0.148
6,a,2,vitals_table_Temperature,0.109
6,a,2,vitals_table_Temperature,0.038
6,a,2,vitals_table_Temperature,0.148
6,a,2,vitals_table_Temperature,0.208
6,a,2,vitals_table_Temperature,1.444
6,a,2,vitals_table_Temperature,0.351
6,a,2,vitals_table_Temperature,0.247
6,a,2,vitals_table_Temperature,0.448
6,a,2,vitals_table_Temperature,2.118
6,a,2,vitals_table_Respiratory Rate,1.943
6,a,2,vitals_table_Systolic Blood Pressure,2.491
6,a,2,vitals_table_Diastolic Blood Pressure,2.541
6,a,2,vitals_table_Diastolic Blood Pressure,0.106
6,a,2,vitals_table_Systolic Blood Pressure,0.051
6,a,2,vitals_table_Systolic Blood Pressure,0.092
6,a,2,vitals_table_Systolic Blood Pressure,0.048
6,a,2,vitals_table_Heart Rate,0.052
6,a,2,vitals_table_Heart Rate,0.041
6,a,2,vitals_table_Systolic Blood Pressure,0.057
6,a,2,vitals_table_Systolic Blood Pressure,0.098
6,a,2,vitals_table_Heart Rate,0.038
6,a,2,vitals_table_Heart Rate,0.06
6,a,2,vitals_table_Heart Rate,0.14
6,a,2,vitals_table_Respiratory Rate,0.061
6,a,2,vitals_table_Respiratory Rate,0.235
6,a,2,vitals_table_Respiratory Rate,0.064
6,a,2,vitals_table_Respiratory Rate,0.09
6,a,2,vitals_table_Heart Rate,0.046
6,a,2,vitals_table_Heart Rate,0.052
6,a,2,vitals_table_Heart Rate,0.042
6,a,2,vitals_table_Heart Rate,0.099
6,a,2,vitals_table_Respiratory Rate,0.062
6,a,2,vitals_table_Respiratory Rate,0.034
6,a,2,vitals_table_Respiratory Rate,0.5
6,a,2,vitals_table_Respiratory Rate,0.104
6,a,2,vitals_table_Heart Rate,0.05
6,a,2,vitals_table_Systolic Blood Pressure,0.048
6,a,2,vitals_table_Systolic Blood Pressure,0.347
6,a,2,vitals_table_Systolic Blood Pressure,0.101
6,a,2,vitals_table_Systolic Blood Pressure,0.048
6,a,2,vitals_table_Systolic Blood Pressure,0.157
6,a,2,vitals_table_Systolic Blood Pressure,0.235
6,a,2,vitals_table_Systolic Blood Pressure,0.06
6,a,2,vitals_table_Systolic Blood Pressure,1.14
6,a,2,vitals_table_Diastolic Blood Pressure,0.855
6,a,2,vitals_table_Mean Arterial Pressure,0.049
6,a,2,vitals_table_SpO2,1.06
6,a,2,vitals_table_Conscious Level,0.089
6,a,2,vitals_table_Supplemental Oxygen,0.442
6,a,2,vitals_table_Supplemental Oxygen,0.057
6,a,2,vitals_table_Supplemental Oxygen,0.694
6,a,2,vitals_table_Supplemental Oxygen,1.246
6,a,2,vitals_table_Conscious Level,0.041
6,a,2,vitals_table_Conscious Level,0.122
6,a,2,vitals_table_Conscious Level,0.084
6,a,2,vitals_table_Conscious Level,0.053
6,a,2,vitals_table_Glasgow Coma Score,0.111
6,a,2,vitals_table_Conscious Level,0.044
6,a,2,vitals_table_Supplemental Oxygen,0.099
6,a,2,vitals_table_Supplemental Oxygen,0.051
6,a,2,vitals_table_Supplemental Oxygen,0.088
6,a,2,vitals_table_Conscious Level,0.552
6,a,2,echarts_plot,0.257
6,a,2,vitals_table_Supplemental Oxygen,0.051
6,a,2,vitals_table_Conscious Level,0.21
6,a,2,vitals_table_Conscious Level,0.939
6,a,2,echarts_plot,0.8
6,a,2,echarts_plot,1.363
6,a,2,guidelines_pdf_simple,0.452
6,a,2,guidelines_pdf_simple,0.302
6,a,3,patient_details_age:,0.101
6,a,3,patient_details_sex:,0.153
6,a,3,patient_details_ethnicity:,0.101
6,a,3,patient_details_co-morbidities:,0.246
6,a,3,patient_details_co-morbidities:,0.451
6,a,3,patient_details_diagnosis:,0.306
6,a,3,patient_details_antibiotic_treatment:,0.046
6,a,3,vitals_table_Metric / Time (hours),0.75
6,a,3,vitals_table_Respiratory Rate,0.496
6,a,3,vitals_table_Respiratory Rate,0.058
6,a,3,vitals_table_Respiratory Rate,0.144
6,a,3,vitals_table_Respiratory Rate,0.051
6,a,3,vitals_table_Respiratory Rate,0.292
6,a,3,vitals_table_Respiratory Rate,0.249
6,a,3,vitals_table_Respiratory Rate,0.156
6,a,3,vitals_table_Systolic Blood Pressure,0.096
6,a,3,vitals_table_Mean Arterial Pressure,0.149
6,a,3,vitals_table_SpO2,0.045
6,a,3,vitals_table_Mean Arterial Pressure,0.112
6,a,3,vitals_table_Mean Arterial Pressure,0.037
6,a,3,vitals_table_SpO2,0.066
6,a,3,vitals_table_Conscious Level,0.233
