user_id,user_archetype,patient,component,hover_duration
11,b,1,patient_details_age:,0.042
11,b,1,patient_details_indices_of_multiple_deprivation_decile:,0.049
11,b,1,patient_details_co-morbidities:,0.939
11,b,1,vitals_table_Metric / Time (hours),1.551
11,b,1,vitals_table_Temperature,7.448
11,b,1,vitals_table_Respiratory Rate,0.597
11,b,1,vitals_table_Systolic Blood Pressure,0.748
11,b,1,vitals_table_SpO2,0.498
11,b,1,echarts_plot,6.438
11,b,1,guidelines_pdf_simple,6.142
11,b,1,guidelines_pdf_simple,14.26
11,b,1,guidelines_pdf_simple,5.443
11,b,1,guidelines_pdf_simple,0.054
11,b,1,guidelines_pdf_simple,2.357
11,b,1,guidelines_pdf_simple,0.794
11,b,1,guidelines_pdf_simple,27.849
11,b,2,patient_details_indices_of_multiple_deprivation_decile:,0.051
11,b,2,patient_details_diagnosis:,9.08
11,b,2,patient_details_antibiotic_treatment:,0.679
11,b,2,vitals_table_Respiratory Rate,0.494
11,b,2,vitals_table_Systolic Blood Pressure,0.501
11,b,2,vitals_table_Diastolic Blood Pressure,0.697
11,b,2,vitals_table_Mean Arterial Pressure,1.03
11,b,2,vitals_table_SpO2,0.098
11,b,2,vitals_table_Conscious Level,0.058
11,b,2,echarts_plot,0.413
11,b,2,vitals_table_Supplemental Oxygen,0.143
11,b,2,vitals_table_Respiratory Rate,3.548
11,b,2,vitals_table_Respiratory Rate,0.059
11,b,2,vitals_table_Heart Rate,0.101
11,b,2,vitals_table_Heart Rate,2.684
11,b,2,vitals_table_Respiratory Rate,0.101
11,b,2,vitals_table_Heart Rate,0.048
11,b,2,vitals_table_Respiratory Rate,0.398
11,b,2,vitals_table_Respiratory Rate,0.052
11,b,2,vitals_table_Temperature,0.058
11,b,2,vitals_table_Temperature,0.089
11,b,2,vitals_table_Respiratory Rate,0.097
11,b,2,vitals_table_Respiratory Rate,0.114
11,b,2,vitals_table_Temperature,0.14
11,b,2,vitals_table_Temperature,0.044
11,b,2,vitals_table_Metric / Time (hours),0.098
11,b,2,vitals_table_Metric / Time (hours),0.054
11,b,2,vitals_table_Temperature,0.102
11,b,2,vitals_table_Glasgow Coma Score,1.402
11,b,2,vitals_table_Glasgow Coma Score,0.096
11,b,2,echarts_plot,0.036
11,b,2,vitals_table_Respiratory Rate,0.048
11,b,2,vitals_table_Systolic Blood Pressure,0.058
11,b,2,vitals_table_Systolic Blood Pressure,0.35
11,b,2,vitals_table_Diastolic Blood Pressure,0.042
11,b,2,vitals_table_Mean Arterial Pressure,0.297
11,b,2,vitals_table_SpO2,0.054
11,b,2,vitals_table_Supplemental Oxygen,0.064
11,b,2,vitals_table_Supplemental Oxygen,0.087
11,b,2,vitals_table_Supplemental Oxygen,0.108
11,b,2,vitals_table_Supplemental Oxygen,0.158
11,b,2,vitals_table_Supplemental Oxygen,0.058
11,b,2,vitals_table_Glasgow Coma Score,0.091
11,b,2,vitals_table_Diastolic Blood Pressure,0.051
11,b,2,vitals_table_Systolic Blood Pressure,0.063
11,b,2,vitals_table_Heart Rate,0.089
11,b,2,vitals_table_Systolic Blood Pressure,0.043
11,b,2,vitals_table_Diastolic Blood Pressure,0.058
11,b,2,vitals_table_Mean Arterial Pressure,0.095
11,b,2,vitals_table_SpO2,0.095
11,b,3,patient_details_ethnicity:,0.071
11,b,3,patient_details_indices_of_multiple_deprivation_decile:,0.304
11,b,3,vitals_table_Metric / Time (hours),0.947
11,b,3,vitals_table_Respiratory Rate,16.898
11,b,3,vitals_table_Heart Rate,0.749
11,b,3,vitals_table_Temperature,0.85
11,b,3,vitals_table_Respiratory Rate,7.448
11,b,3,vitals_table_Diastolic Blood Pressure,1.464
11,b,3,vitals_table_SpO2,0.431
11,b,3,echarts_plot,9.17
11,b,4,vitals_table_Diastolic Blood Pressure,0.098
11,b,4,vitals_table_Mean Arterial Pressure,0.255
11,b,4,vitals_table_Glasgow Coma Score,0.443
11,b,4,vitals_table_Conscious Level,0.153
