user_id,user_archetype,patient,component,hover_duration
28,a,1,patient_details_indices_of_multiple_deprivation_decile:,1.21
28,a,1,patient_details_co-morbidities:,0.049
28,a,1,patient_details_antibiotic_treatment:,0.06
28,a,1,vitals_table_Temperature,0.885
28,a,1,vitals_table_Metric / Time (hours),0.112
28,a,1,vitals_table_Metric / Time (hours),0.047
28,a,1,vitals_table_Metric / Time (hours),0.057
28,a,1,vitals_table_Temperature,0.041
28,a,1,vitals_table_Heart Rate,0.052
28,a,1,vitals_table_Respiratory Rate,0.101
28,a,1,vitals_table_Systolic Blood Pressure,0.805
28,a,1,vitals_table_Diastolic Blood Pressure,0.649
28,a,1,vitals_table_Systolic Blood Pressure,0.284
28,a,1,vitals_table_Heart Rate,0.657
28,a,1,vitals_table_Systolic Blood Pressure,0.145
28,a,1,vitals_table_Diastolic Blood Pressure,0.706
28,a,1,vitals_table_Systolic Blood Pressure,0.185
28,a,1,vitals_table_Diastolic Blood Pressure,0.252
28,a,1,vitals_table_Mean Arterial Pressure,1.1
28,a,1,vitals_table_SpO2,1.611
28,a,1,vitals_table_Glasgow Coma Score,1.099
28,a,1,vitals_table_Supplemental Oxygen,0.781
28,a,1,echarts_plot,19.293
28,a,1,echarts_plot,2.78
28,a,1,patient_details_age:,0.695
28,a,1,patient_details_,0.06
28,a,1,patient_details_ethnicity:,0.044
28,a,1,patient_details_,0.048
28,a,1,patient_details_diagnosis:,0.141
28,a,1,patient_details_antibiotic_treatment:,0.957
28,a,1,echarts_plot,1.542
28,a,2,patient_details_co-morbidities:,1.463
28,a,2,vitals_table_Metric / Time (hours),0.885
28,a,2,vitals_table_Temperature,0.103
28,a,2,vitals_table_Respiratory Rate,0.147
28,a,2,vitals_table_Temperature,0.147
28,a,2,vitals_table_Temperature,0.05
28,a,2,vitals_table_Temperature,0.049
28,a,2,vitals_table_Metric / Time (hours),0.149
28,a,2,vitals_table_Temperature,1.462
28,a,2,vitals_table_Respiratory Rate,0.483
28,a,2,vitals_table_Temperature,3.663
28,a,2,vitals_table_Respiratory Rate,0.488
28,a,2,vitals_table_Temperature,0.05
28,a,2,vitals_table_Metric / Time (hours),0.063
28,a,2,vitals_table_Metric / Time (hours),0.033
28,a,2,vitals_table_Metric / Time (hours),0.251
28,a,2,vitals_table_Metric / Time (hours),0.55
28,a,2,vitals_table_Temperature,0.847
28,a,2,vitals_table_Temperature,0.85
28,a,2,vitals_table_Metric / Time (hours),0.045
28,a,2,vitals_table_Metric / Time (hours),2.009
28,a,2,vitals_table_Metric / Time (hours),0.136
28,a,2,vitals_table_Metric / Time (hours),0.457
28,a,2,vitals_table_Metric / Time (hours),0.049
28,a,2,vitals_table_Metric / Time (hours),0.044
28,a,2,vitals_table_Metric / Time (hours),0.548
28,a,2,vitals_table_Metric / Time (hours),0.348
28,a,2,vitals_table_Metric / Time (hours),1.9
28,a,2,vitals_table_Temperature,0.249
28,a,2,vitals_table_Metric / Time (hours),1.755
28,a,2,vitals_table_Temperature,2.272
28,a,2,vitals_table_Respiratory Rate,1.649
28,a,2,vitals_table_Systolic Blood Pressure,1.499
28,a,2,vitals_table_Diastolic Blood Pressure,0.849
28,a,2,vitals_table_Glasgow Coma Score,0.042
28,a,2,vitals_table_SpO2,0.781
28,a,2,vitals_table_Conscious Level,0.05
28,a,2,echarts_plot,2.002
28,a,2,vitals_table_Supplemental Oxygen,0.352
28,a,2,vitals_table_Supplemental Oxygen,0.044
28,a,2,vitals_table_Conscious Level,0.061
28,a,2,vitals_table_Mean Arterial Pressure,0.064
28,a,2,vitals_table_Diastolic Blood Pressure,0.324
28,a,2,vitals_table_Systolic Blood Pressure,0.049
28,a,2,vitals_table_Heart Rate,0.249
28,a,2,vitals_table_Heart Rate,0.047
28,a,2,vitals_table_Respiratory Rate,0.051
28,a,2,vitals_table_Temperature,0.399
28,a,2,vitals_table_Temperature,0.351
28,a,2,vitals_table_Temperature,0.05
28,a,2,vitals_table_Respiratory Rate,0.107
28,a,2,vitals_table_Respiratory Rate,0.04
28,a,2,vitals_table_Heart Rate,0.046
28,a,2,vitals_table_Systolic Blood Pressure,0.549
28,a,2,vitals_table_Diastolic Blood Pressure,0.048
28,a,2,vitals_table_Diastolic Blood Pressure,0.154
28,a,2,vitals_table_Systolic Blood Pressure,0.094
28,a,2,vitals_table_Systolic Blood Pressure,0.302
28,a,2,vitals_table_Heart Rate,0.053
28,a,2,vitals_table_Respiratory Rate,0.647
28,a,2,vitals_table_Heart Rate,0.495
28,a,2,vitals_table_Systolic Blood Pressure,0.2
