user_id,user_archetype,patient,component,hover_duration
35,b,1,patient_details_age:,0.018
35,b,1,patient_details_sex:,0.045
35,b,1,patient_details_ethnicity:,0.039
35,b,1,patient_details_indices_of_multiple_deprivation_decile:,0.339
35,b,1,patient_details_co-morbidities:,2.211
35,b,1,patient_details_diagnosis:,3.693
35,b,1,vitals_table_Temperature,1.183
35,b,1,vitals_table_Temperature,0.077
35,b,1,guidelines_pdf_simple,0.131
35,b,2,patient_details_age:,0.044
35,b,2,patient_details_sex:,0.125
35,b,2,patient_details_ethnicity:,0.091
35,b,2,patient_details_indices_of_multiple_deprivation_decile:,0.09
35,b,2,patient_details_diagnosis:,0.208
35,b,2,patient_details_antibiotic_treatment:,0.292
35,b,2,guideline_alert,0.3
35,b,2,prediction_alert,0.399
35,b,2,echarts_plot,1.575
35,b,3,patient_details_age:,0.388
35,b,3,patient_details_sex:,0.042
35,b,3,patient_details_co-morbidities:,0.083
35,b,3,patient_details_indices_of_multiple_deprivation_decile:,0.061
35,b,4,patient_details_age:,0.41
35,b,4,patient_details_indices_of_multiple_deprivation_decile:,0.039
35,b,4,patient_details_antibiotic_treatment:,0.141
35,b,5,patient_details_indices_of_multiple_deprivation_decile:,0.44
35,b,5,patient_details_antibiotic_treatment:,0.024
35,b,6,patient_details_co-morbidities:,0.986
35,b,6,patient_details_co-morbidities:,0.032
35,b,6,patient_details_antibiotic_treatment:,0.065
35,b,7,patient_details_antibiotic_treatment:,0.075
35,b,7,patient_details_ethnicity:,0.581
35,b,7,patient_details_ethnicity:,0.081
35,b,7,patient_details_sex:,0.22
35,b,7,patient_details_ethnicity:,0.162
35,b,7,vitals_table_Systolic Blood Pressure,0.081
35,b,7,vitals_table_Systolic Blood Pressure,0.596
35,b,7,vitals_table_Diastolic Blood Pressure,0.397
35,b,7,vitals_table_Diastolic Blood Pressure,1.4
35,b,7,vitals_table_Mean Blood Pressure,0.088
35,b,7,vitals_table_Mean Blood Pressure,0.032
35,b,7,vitals_table_SpO2,0.505
35,b,7,vitals_table_Glasgow Coma Score – eye opening,1.666
35,b,7,vitals_table_Glasgow Coma Score - motor response,10.696
35,b,7,vitals_table_Glasgow Coma Score – eye opening,0.13
35,b,7,vitals_table_Glasgow Coma Score – eye opening,0.047
35,b,7,vitals_table_SpO2,0.149
35,b,7,vitals_table_SpO2,0.05
35,b,7,vitals_table_Mean Blood Pressure,0.241
35,b,7,vitals_table_SpO2,0.074
35,b,7,vitals_table_SpO2,0.087
35,b,7,vitals_table_SpO2,0.046
35,b,7,vitals_table_SpO2,0.322
35,b,7,vitals_table_SpO2,0.036
35,b,7,vitals_table_SpO2,0.071
35,b,7,vitals_table_Glasgow Coma Score – eye opening,0.049
35,b,7,vitals_table_SpO2,0.043
35,b,7,vitals_table_Glasgow Coma Score – eye opening,0.541
35,b,7,vitals_table_Glasgow Coma Score – eye opening,0.373
35,b,7,vitals_table_Glasgow Coma Score - motor response,1.324
35,b,7,vitals_table_Glasgow Coma Score - motor response,0.053
