user_id,user_archetype,patient,component,hover_duration
24,a,1,patient_details_age:,0.046
24,a,1,patient_details_indices_of_multiple_deprivation_decile:,0.051
24,a,1,patient_details_antibiotic_treatment:,2.865
24,a,1,patient_details_antibiotic_treatment:,0.059
24,a,1,patient_details_co-morbidities:,0.046
24,a,1,patient_details_co-morbidities:,0.698
24,a,1,vitals_table_Metric / Time (hours),0.398
24,a,1,vitals_table_Temperature,0.096
24,a,1,vitals_table_Heart Rate,0.056
24,a,1,vitals_table_Heart Rate,0.746
24,a,1,vitals_table_Heart Rate,0.09
24,a,1,vitals_table_Heart Rate,0.063
24,a,1,vitals_table_Respiratory Rate,2.054
24,a,1,vitals_table_Systolic Blood Pressure,0.238
24,a,1,vitals_table_Systolic Blood Pressure,0.056
24,a,1,vitals_table_Heart Rate,0.189
24,a,1,vitals_table_Heart Rate,0.299
24,a,1,vitals_table_Systolic Blood Pressure,0.041
24,a,1,vitals_table_Heart Rate,0.353
24,a,1,vitals_table_Systolic Blood Pressure,0.104
24,a,1,vitals_table_Systolic Blood Pressure,0.203
24,a,1,vitals_table_Systolic Blood Pressure,0.067
24,a,1,vitals_table_Diastolic Blood Pressure,1.191
24,a,1,vitals_table_SpO2,0.889
24,a,1,vitals_table_Mean Arterial Pressure,0.5
24,a,1,vitals_table_Diastolic Blood Pressure,1.9
24,a,1,vitals_table_Mean Arterial Pressure,0.053
24,a,1,vitals_table_Mean Arterial Pressure,0.795
24,a,1,vitals_table_SpO2,1.459
24,a,1,vitals_table_Conscious Level,0.736
24,a,1,vitals_table_Supplemental Oxygen,0.057
24,a,1,vitals_table_Conscious Level,0.297
24,a,1,vitals_table_Glasgow Coma Score,0.899
24,a,1,vitals_table_Conscious Level,1.958
24,a,1,vitals_table_Supplemental Oxygen,1.1
24,a,1,echarts_plot,8.148
24,a,2,patient_details_age:,0.051
24,a,2,patient_details_sex:,0.148
24,a,2,patient_details_ethnicity:,0.139
24,a,2,patient_details_indices_of_multiple_deprivation_decile:,0.24
24,a,2,patient_details_co-morbidities:,0.059
24,a,2,patient_details_diagnosis:,0.099
24,a,2,patient_details_antibiotic_treatment:,0.442
24,a,2,vitals_table_Metric / Time (hours),0.053
24,a,2,vitals_table_Metric / Time (hours),0.197
24,a,2,vitals_table_Temperature,0.142
24,a,2,vitals_table_Temperature,0.456
24,a,2,vitals_table_Temperature,0.298
24,a,2,vitals_table_Temperature,0.599
24,a,2,vitals_table_Temperature,0.098
24,a,2,vitals_table_Metric / Time (hours),0.102
24,a,2,vitals_table_Metric / Time (hours),0.434
24,a,2,vitals_table_Temperature,0.063
24,a,2,vitals_table_Temperature,0.042
24,a,2,vitals_table_Temperature,0.056
24,a,2,vitals_table_Temperature,0.756
24,a,2,vitals_table_Temperature,0.983
24,a,2,vitals_table_Temperature,3.016
24,a,2,vitals_table_Heart Rate,0.549
24,a,2,vitals_table_Heart Rate,2.4
24,a,2,vitals_table_Heart Rate,1.798
24,a,2,vitals_table_Systolic Blood Pressure,0.717
24,a,2,vitals_table_Systolic Blood Pressure,2.998
24,a,2,vitals_table_SpO2,0.315
24,a,2,vitals_table_Mean Arterial Pressure,0.06
24,a,2,vitals_table_Diastolic Blood Pressure,0.1
24,a,2,vitals_table_Systolic Blood Pressure,0.051
24,a,2,vitals_table_Systolic Blood Pressure,0.18
24,a,2,vitals_table_Heart Rate,1.271
24,a,2,vitals_table_Heart Rate,0.449
24,a,2,vitals_table_Heart Rate,1.352
24,a,2,vitals_table_Respiratory Rate,1.596
24,a,2,vitals_table_Heart Rate,1.249
24,a,2,vitals_table_Systolic Blood Pressure,0.981
24,a,2,vitals_table_SpO2,0.867
24,a,2,echarts_plot,9.984
24,a,2,guidelines_pdf_simple,4.098
24,a,2,vitals_table_Mean Arterial Pressure,0.14
24,a,2,vitals_table_Mean Arterial Pressure,0.872
24,a,2,vitals_table_Mean Arterial Pressure,1.22
24,a,2,vitals_table_Mean Arterial Pressure,2.263
24,a,2,echarts_plot,1.863
24,a,2,echarts_plot,1.423
24,a,2,guidelines_pdf_simple,9.998
24,a,2,echarts_plot,9.157
24,a,2,guidelines_pdf_simple,2.057
24,a,3,patient_details_age:,0.089
24,a,3,patient_details_antibiotic_treatment:,0.062
24,a,3,patient_details_,0.056
24,a,3,patient_details_co-morbidities:,0.161
24,a,3,patient_details_indices_of_multiple_deprivation_decile:,0.061
24,a,3,patient_details_ethnicity:,0.545
24,a,3,patient_details_indices_of_multiple_deprivation_decile:,0.068
24,a,3,patient_details_co-morbidities:,0.023
24,a,3,vitals_table_Metric / Time (hours),0.096
24,a,3,vitals_table_Temperature,1.761
24,a,3,vitals_table_Respiratory Rate,0.064
24,a,3,vitals_table_Heart Rate,1.234
24,a,3,vitals_table_Systolic Blood Pressure,2.237
24,a,3,vitals_table_Diastolic Blood Pressure,2.199
24,a,3,vitals_table_Mean Arterial Pressure,5.162
24,a,3,vitals_table_SpO2,2.608
24,a,3,echarts_plot,1.646
24,a,3,echarts_plot,1.975
24,a,3,vitals_table_Conscious Level,0.969
24,a,3,vitals_table_Diastolic Blood Pressure,3.69
24,a,3,vitals_table_SpO2,0.036
24,a,3,vitals_table_Mean Arterial Pressure,0.101
24,a,3,vitals_table_Conscious Level,0.058
24,a,3,vitals_table_Supplemental Oxygen,0.034
24,a,3,vitals_table_Supplemental Oxygen,0.362
24,a,3,vitals_table_Supplemental Oxygen,0.051
24,a,3,vitals_table_Supplemental Oxygen,0.082
24,a,3,vitals_table_Supplemental Oxygen,0.401
24,a,3,vitals_table_Conscious Level,0.361
24,a,3,vitals_table_Glasgow Coma Score,2.432
24,a,3,vitals_table_SpO2,2.107
24,a,3,vitals_table_Mean Arterial Pressure,1.458
24,a,3,vitals_table_Diastolic Blood Pressure,0.201
24,a,3,vitals_table_Systolic Blood Pressure,0.132
24,a,3,vitals_table_Heart Rate,1.66
24,a,3,vitals_table_Respiratory Rate,3.388
24,a,3,echarts_plot,1.866
24,a,3,vitals_table_Conscious Level,0.024
24,a,3,vitals_table_Mean Arterial Pressure,0.085
24,a,3,vitals_table_Systolic Blood Pressure,0.211
24,a,3,vitals_table_Diastolic Blood Pressure,6.254
24,a,3,patient_details_indices_of_multiple_deprivation_decile:,6.601
24,a,3,echarts_plot,3.24
24,a,3,guidelines_pdf_simple,0.791
24,a,3,echarts_plot,0.051
24,a,4,patient_details_ethnicity:,0.049
24,a,4,patient_details_co-morbidities:,0.038
24,a,4,patient_details_diagnosis:,0.43
24,a,4,patient_details_co-morbidities:,0.063
24,a,4,patient_details_indices_of_multiple_deprivation_decile:,0.06
24,a,4,patient_details_ethnicity:,1.05
24,a,4,vitals_table_Metric / Time (hours),0.572
24,a,4,vitals_table_Temperature,0.099
24,a,4,vitals_table_Temperature,0.2
24,a,4,vitals_table_Temperature,0.037
24,a,4,vitals_table_Respiratory Rate,0.063
24,a,4,vitals_table_Respiratory Rate,0.046
24,a,4,vitals_table_Respiratory Rate,1.26
24,a,4,vitals_table_Heart Rate,1.032
24,a,4,vitals_table_Systolic Blood Pressure,1.165
24,a,4,vitals_table_Diastolic Blood Pressure,1.4
24,a,4,vitals_table_Mean Arterial Pressure,3.7
24,a,4,vitals_table_Glasgow Coma Score,0.598
24,a,4,vitals_table_Conscious Level,1.799
24,a,4,echarts_plot,2.209
24,a,4,vitals_table_Conscious Level,0.056
24,a,4,vitals_table_Glasgow Coma Score,0.537
24,a,4,vitals_table_Glasgow Coma Score,5.081
24,a,4,vitals_table_Glasgow Coma Score,1.816
24,a,4,vitals_table_Glasgow Coma Score,0.899
24,a,4,echarts_plot,1.883
24,a,4,echarts_plot,3.634
24,a,4,vitals_table_Diastolic Blood Pressure,0.023
24,a,4,vitals_table_Diastolic Blood Pressure,0.301
24,a,4,vitals_table_Mean Arterial Pressure,0.076
24,a,4,vitals_table_Mean Arterial Pressure,0.036
24,a,4,vitals_table_Diastolic Blood Pressure,0.062
24,a,4,vitals_table_Systolic Blood Pressure,0.125
24,a,4,vitals_table_Heart Rate,0.122
24,a,4,vitals_table_Heart Rate,0.051
24,a,4,vitals_table_Respiratory Rate,0.147
24,a,4,vitals_table_Heart Rate,0.049
24,a,4,vitals_table_Systolic Blood Pressure,0.055
24,a,4,vitals_table_Diastolic Blood Pressure,0.074
24,a,4,vitals_table_Mean Arterial Pressure,0.019
24,a,4,vitals_table_Glasgow Coma Score,0.149
24,a,4,vitals_table_Conscious Level,0.027
24,a,4,vitals_table_Supplemental Oxygen,0.17
24,a,4,vitals_table_Conscious Level,0.048
