user_id,user_archetype,patient,component,hover_duration
36,a,1,patient_details_sex:,0.097
36,a,1,patient_details_ethnicity:,0.349
36,a,1,patient_details_indices_of_multiple_deprivation_decile:,0.284
36,a,1,patient_details_co-morbidities:,0.104
36,a,1,patient_details_diagnosis:,0.306
36,a,1,patient_details_diagnosis:,0.306
36,a,1,patient_details_antibiotic_treatment:,0.059
36,a,1,patient_details_diagnosis:,0.237
36,a,1,patient_details_indices_of_multiple_deprivation_decile:,0.033
36,a,1,patient_details_co-morbidities:,0.065
36,a,1,patient_details_sex:,0.047
36,a,1,patient_details_age:,0.729
36,a,1,patient_details_age:,0.065
36,a,1,patient_details_age:,1.327
36,a,1,patient_details_co-morbidities:,0.394
36,a,1,patient_details_diagnosis:,0.144
36,a,1,patient_details_diagnosis:,0.099
36,a,1,patient_details_antibiotic_treatment:,0.902
36,a,1,patient_details_antibiotic_treatment:,0.062
36,a,1,patient_details_diagnosis:,0.05
36,a,1,patient_details_co-morbidities:,0.019
36,a,1,patient_details_indices_of_multiple_deprivation_decile:,0.157
36,a,1,patient_details_ethnicity:,0.141
36,a,1,patient_details_sex:,0.62
36,a,1,patient_details_indices_of_multiple_deprivation_decile:,0.173
36,a,1,patient_details_ethnicity:,0.028
36,a,1,patient_details_sex:,0.232
36,a,1,patient_details_ethnicity:,0.07
36,a,1,patient_details_indices_of_multiple_deprivation_decile:,0.3
36,a,1,patient_details_co-morbidities:,0.39
36,a,1,patient_details_indices_of_multiple_deprivation_decile:,1.236
36,a,1,patient_details_diagnosis:,0.098
36,a,1,patient_details_diagnosis:,0.718
36,a,1,patient_details_antibiotic_treatment:,0.063
36,a,1,patient_details_co-morbidities:,0.209
36,a,1,patient_details_indices_of_multiple_deprivation_decile:,5.446
36,a,1,patient_details_co-morbidities:,0.039
36,a,1,patient_details_diagnosis:,0.791
36,a,1,patient_details_antibiotic_treatment:,0.046
36,a,1,patient_details_antibiotic_treatment:,0.101
36,a,1,patient_details_diagnosis:,0.102
36,a,1,patient_details_co-morbidities:,0.167
36,a,1,patient_details_diagnosis:,0.3
36,a,1,vitals_table_Metric / Time (hours),0.287
36,a,1,vitals_table_Heart Rate,0.602
36,a,1,vitals_table_Diastolic Blood Pressure,0.491
36,a,1,vitals_table_Systolic Blood Pressure,0.067
36,a,1,vitals_table_Systolic Blood Pressure,0.029
36,a,1,vitals_table_Systolic Blood Pressure,0.069
36,a,1,vitals_table_Systolic Blood Pressure,0.661
36,a,1,vitals_table_Heart Rate,0.095
36,a,1,vitals_table_Respiratory Rate,0.236
36,a,1,vitals_table_Heart Rate,0.033
36,a,1,vitals_table_Respiratory Rate,0.069
36,a,1,vitals_table_Heart Rate,0.207
36,a,1,vitals_table_Respiratory Rate,0.1
36,a,1,vitals_table_Respiratory Rate,0.596
36,a,1,vitals_table_Temperature,0.95
36,a,1,vitals_table_Temperature,0.655
36,a,1,vitals_table_Temperature,0.444
36,a,1,vitals_table_Temperature,0.397
36,a,1,vitals_table_Temperature,0.297
36,a,1,vitals_table_Temperature,0.808
36,a,1,vitals_table_Respiratory Rate,1.534
36,a,1,vitals_table_Heart Rate,2.557
36,a,1,vitals_table_Respiratory Rate,0.201
36,a,1,vitals_table_Heart Rate,0.039
36,a,1,vitals_table_Heart Rate,0.031
36,a,1,vitals_table_Heart Rate,0.163
36,a,1,vitals_table_Heart Rate,0.195
36,a,1,vitals_table_Respiratory Rate,0.069
36,a,1,vitals_table_Respiratory Rate,0.03
36,a,1,vitals_table_Respiratory Rate,0.037
36,a,1,vitals_table_Respiratory Rate,0.083
36,a,1,vitals_table_Respiratory Rate,0.146
36,a,1,vitals_table_Respiratory Rate,0.234
36,a,1,vitals_table_Heart Rate,1.254
36,a,1,vitals_table_Systolic Blood Pressure,0.051
36,a,1,vitals_table_Systolic Blood Pressure,0.058
36,a,1,vitals_table_Systolic Blood Pressure,0.09
36,a,1,vitals_table_Systolic Blood Pressure,0.232
36,a,1,vitals_table_Systolic Blood Pressure,0.069
36,a,1,vitals_table_Heart Rate,0.043
36,a,1,vitals_table_Systolic Blood Pressure,0.053
36,a,1,vitals_table_Heart Rate,0.052
36,a,1,vitals_table_Heart Rate,0.056
36,a,1,vitals_table_Heart Rate,0.421
36,a,1,vitals_table_Systolic Blood Pressure,1.695
36,a,1,vitals_table_Diastolic Blood Pressure,1.1
36,a,1,vitals_table_Mean Arterial Pressure,1.262
36,a,1,vitals_table_SpO2,1.837
36,a,1,vitals_table_SpO2,0.162
36,a,1,vitals_table_SpO2,0.135
36,a,1,vitals_table_SpO2,0.064
36,a,1,vitals_table_SpO2,0.035
36,a,1,vitals_table_SpO2,0.366
36,a,1,vitals_table_SpO2,0.195
36,a,1,vitals_table_SpO2,0.199
36,a,1,vitals_table_SpO2,0.244
36,a,1,vitals_table_SpO2,1.391
36,a,1,vitals_table_Conscious Level,0.083
36,a,1,vitals_table_Supplemental Oxygen,0.352
36,a,1,vitals_table_Supplemental Oxygen,0.152
36,a,1,vitals_table_Supplemental Oxygen,0.097
36,a,1,vitals_table_Supplemental Oxygen,0.068
36,a,1,vitals_table_Supplemental Oxygen,0.038
36,a,1,vitals_table_Supplemental Oxygen,0.157
36,a,1,vitals_table_Supplemental Oxygen,0.121
36,a,1,vitals_table_Supplemental Oxygen,0.563
36,a,1,vitals_table_Supplemental Oxygen,0.181
36,a,1,vitals_table_Supplemental Oxygen,0.817
36,a,1,vitals_table_Conscious Level,1.043
36,a,1,vitals_table_Glasgow Coma Score,0.449
36,a,2,patient_details_indices_of_multiple_deprivation_decile:,0.029
36,a,2,patient_details_diagnosis:,0.17
36,a,2,patient_details_ethnicity:,0.254
36,a,2,patient_details_sex:,0.121
36,a,2,patient_details_age:,0.357
36,a,2,patient_details_sex:,0.096
36,a,2,patient_details_indices_of_multiple_deprivation_decile:,0.108
36,a,2,patient_details_indices_of_multiple_deprivation_decile:,1.367
36,a,2,patient_details_diagnosis:,0.079
36,a,2,patient_details_antibiotic_treatment:,0.036
36,a,2,vitals_table_Diastolic Blood Pressure,0.135
36,a,2,vitals_table_Mean Arterial Pressure,0.011
36,a,2,vitals_table_Systolic Blood Pressure,0.047
36,a,2,vitals_table_Diastolic Blood Pressure,0.106
36,a,2,vitals_table_Heart Rate,0.104
36,a,2,vitals_table_Respiratory Rate,0.139
36,a,2,vitals_table_Respiratory Rate,0.089
36,a,2,vitals_table_Temperature,0.058
36,a,2,vitals_table_Temperature,0.043
36,a,2,vitals_table_Temperature,0.027
36,a,2,vitals_table_Metric / Time (hours),0.063
36,a,2,vitals_table_Respiratory Rate,0.07
36,a,2,vitals_table_Systolic Blood Pressure,0.039
36,a,2,vitals_table_Glasgow Coma Score,0.129
36,a,2,vitals_table_Supplemental Oxygen,0.025
36,a,2,vitals_table_Supplemental Oxygen,0.15
36,a,2,vitals_table_Supplemental Oxygen,0.343
36,a,2,echarts_plot,0.222
36,a,3,patient_details_age:,0.134
36,a,3,vitals_table_Diastolic Blood Pressure,0.088
36,a,3,vitals_table_Systolic Blood Pressure,0.081
36,a,3,vitals_table_Heart Rate,0.031
36,a,3,vitals_table_Respiratory Rate,0.058
36,a,3,vitals_table_Temperature,0.049
36,a,3,vitals_table_Respiratory Rate,0.089
36,a,3,vitals_table_Temperature,0.085
36,a,3,vitals_table_Temperature,0.16
36,a,3,vitals_table_Temperature,0.035
36,a,3,vitals_table_Temperature,0.106
36,a,3,vitals_table_Temperature,0.189
36,a,3,vitals_table_Temperature,0.028
36,a,3,vitals_table_Temperature,0.071
36,a,3,vitals_table_Temperature,0.07
36,a,3,vitals_table_Temperature,0.032
36,a,3,vitals_table_Temperature,0.16
36,a,3,vitals_table_Temperature,0.035
36,a,3,vitals_table_Temperature,0.061
36,a,3,vitals_table_Temperature,0.134
36,a,3,vitals_table_Temperature,0.063
36,a,3,vitals_table_Respiratory Rate,0.149
36,a,3,vitals_table_Temperature,0.45
