user_id,user_archetype,patient,component,hover_duration
15,b,1,patient_details_sex:,0.041
15,b,1,patient_details_age:,0.133
15,b,1,patient_details_indices_of_multiple_deprivation_decile:,0.663
15,b,1,patient_details_co-morbidities:,1.717
15,b,1,vitals_table_Metric / Time (hours),0.043
15,b,1,vitals_table_Temperature,0.05
15,b,1,vitals_table_Temperature,0.202
15,b,1,vitals_table_Temperature,0.199
15,b,1,vitals_table_Temperature,0.659
15,b,1,vitals_table_Temperature,0.234
15,b,1,vitals_table_Temperature,0.203
15,b,1,vitals_table_Temperature,0.159
15,b,1,vitals_table_Temperature,0.098
15,b,1,vitals_table_Temperature,0.096
15,b,1,vitals_table_Respiratory Rate,0.053
15,b,1,vitals_table_Respiratory Rate,0.504
15,b,1,vitals_table_Supplemental Oxygen,0.058
15,b,1,vitals_table_Supplemental Oxygen,0.143
15,b,1,vitals_table_Conscious Level,0.284
15,b,1,vitals_table_Conscious Level,0.202
15,b,1,vitals_table_Conscious Level,0.052
15,b,1,vitals_table_Glasgow Coma Score,0.055
15,b,1,vitals_table_Glasgow Coma Score,0.044
15,b,1,vitals_table_Glasgow Coma Score,0.097
15,b,1,vitals_table_Glasgow Coma Score,0.207
15,b,2,patient_details_age:,0.087
15,b,2,patient_details_ethnicity:,0.114
15,b,2,patient_details_indices_of_multiple_deprivation_decile:,0.282
15,b,2,patient_details_indices_of_multiple_deprivation_decile:,2.851
15,b,2,patient_details_diagnosis:,0.249
15,b,2,patient_details_antibiotic_treatment:,0.136
15,b,2,vitals_table_Metric / Time (hours),0.053
15,b,2,vitals_table_Respiratory Rate,0.045
15,b,2,vitals_table_Respiratory Rate,0.095
15,b,2,vitals_table_Respiratory Rate,0.298
15,b,2,vitals_table_Respiratory Rate,0.129
15,b,2,vitals_table_Temperature,0.131
15,b,2,vitals_table_Temperature,0.139
15,b,2,vitals_table_Temperature,0.051
15,b,2,vitals_table_Temperature,0.046
15,b,2,vitals_table_Temperature,0.157
15,b,2,vitals_table_Temperature,0.294
15,b,2,vitals_table_Temperature,0.15
15,b,2,vitals_table_Temperature,0.057
15,b,2,vitals_table_Temperature,0.101
15,b,2,vitals_table_Temperature,0.136
