user_id,user_archetype,patient,component,hover_duration
39,b,1,patient_details_ethnicity:,0.126
39,b,1,patient_details_antibiotic_treatment:,0.194
39,b,1,patient_details_antibiotic_treatment:,0.891
39,b,1,patient_details_antibiotic_treatment:,0.082
39,b,1,patient_details_diagnosis:,0.07
39,b,1,patient_details_co-morbidities:,0.04
39,b,1,patient_details_indices_of_multiple_deprivation_decile:,0.254
39,b,1,patient_details_indices_of_multiple_deprivation_decile:,0.803
39,b,1,patient_details_ethnicity:,0.053
39,b,1,patient_details_indices_of_multiple_deprivation_decile:,1.681
39,b,1,patient_details_co-morbidities:,0.629
39,b,1,patient_details_,0.101
39,b,1,patient_details_,0.077
39,b,1,patient_details_,0.039
39,b,1,patient_details_,0.076
39,b,1,patient_details_diagnosis:,0.225
39,b,1,patient_details_diagnosis:,0.35
39,b,1,patient_details_diagnosis:,0.549
39,b,1,patient_details_antibiotic_treatment:,0.145
39,b,1,vitals_table_Respiratory Rate,0.7
39,b,1,vitals_table_Heart Rate,0.849
39,b,1,vitals_table_Systolic Blood Pressure,1.349
39,b,1,vitals_table_Diastolic Blood Pressure,7.599
39,b,1,vitals_table_Mean Arterial Pressure,3.599
39,b,1,vitals_table_SpO2,12.199
39,b,1,vitals_table_Supplemental Oxygen,0.841
39,b,1,echarts_plot,1.367
39,b,1,echarts_plot,1.386
39,b,1,guidelines_pdf_simple,0.751
39,b,2,patient_details_age:,0.047
39,b,2,patient_details_ethnicity:,0.015
39,b,2,patient_details_sex:,0.189
39,b,2,patient_details_antibiotic_treatment:,0.056
39,b,2,patient_details_co-morbidities:,0.026
39,b,2,patient_details_antibiotic_treatment:,0.194
39,b,2,patient_details_diagnosis:,0.147
39,b,2,patient_details_co-morbidities:,0.042
39,b,2,patient_details_co-morbidities:,0.067
39,b,2,patient_details_indices_of_multiple_deprivation_decile:,0.042
39,b,2,patient_details_ethnicity:,0.14
39,b,2,patient_details_ethnicity:,0.298
39,b,2,patient_details_indices_of_multiple_deprivation_decile:,0.349
39,b,2,patient_details_ethnicity:,0.504
39,b,2,patient_details_indices_of_multiple_deprivation_decile:,2.2
39,b,2,patient_details_co-morbidities:,0.349
39,b,2,patient_details_,0.048
39,b,2,patient_details_,0.114
39,b,2,patient_details_,0.099
39,b,2,patient_details_,0.284
39,b,2,patient_details_,0.044
39,b,2,patient_details_,0.104
39,b,2,patient_details_,0.149
39,b,2,patient_details_,0.094
39,b,2,patient_details_co-morbidities:,1.155
39,b,2,patient_details_indices_of_multiple_deprivation_decile:,1.399
39,b,2,patient_details_co-morbidities:,0.9
39,b,2,patient_details_indices_of_multiple_deprivation_decile:,3.296
39,b,2,patient_details_co-morbidities:,1.244
39,b,2,patient_details_indices_of_multiple_deprivation_decile:,0.305
39,b,2,patient_details_co-morbidities:,0.467
39,b,2,patient_details_,0.334
39,b,2,patient_details_,3.299
39,b,2,patient_details_,0.166
39,b,2,patient_details_diagnosis:,0.381
39,b,2,patient_details_antibiotic_treatment:,12.945
39,b,2,patient_details_antibiotic_treatment:,0.183
39,b,2,patient_details_diagnosis:,0.295
39,b,2,patient_details_antibiotic_treatment:,0.045
39,b,2,patient_details_antibiotic_treatment:,0.433
39,b,2,vitals_table_Metric / Time (hours),0.4
39,b,2,vitals_table_Temperature,0.844
39,b,2,vitals_table_Temperature,0.106
39,b,2,vitals_table_Temperature,1.394
39,b,2,vitals_table_Heart Rate,0.06
39,b,2,vitals_table_Systolic Blood Pressure,0.234
39,b,2,vitals_table_Mean Arterial Pressure,0.899
39,b,2,vitals_table_Glasgow Coma Score,0.094
39,b,2,vitals_table_Supplemental Oxygen,0.297
39,b,2,vitals_table_Supplemental Oxygen,0.048
39,b,2,vitals_table_Conscious Level,1.653
39,b,2,vitals_table_Supplemental Oxygen,1.2
39,b,2,echarts_plot,14.648
39,b,2,echarts_plot,1.45
39,b,2,prediction_alert,0.306
