user_id,user_archetype,patient,component,hover_duration
19,b,9,vitals_table_Metric / Time (hours),0.692
19,b,9,vitals_table_Respiratory Rate,5.73
19,b,9,vitals_table_Temperature,0.093
19,b,9,vitals_table_Temperature,0.051
19,b,9,vitals_table_Metric / Time (hours),0.346
19,b,9,vitals_table_Temperature,0.043
19,b,9,vitals_table_Temperature,0.054
19,b,9,vitals_table_Temperature,0.21
19,b,9,vitals_table_Respiratory Rate,0.031
19,b,9,vitals_table_Respiratory Rate,0.056
19,b,9,vitals_table_Respiratory Rate,0.206
19,b,9,vitals_table_Respiratory Rate,0.041
19,b,9,vitals_table_Respiratory Rate,0.091
19,b,9,vitals_table_Respiratory Rate,0.051
19,b,9,vitals_table_Respiratory Rate,0.109
19,b,9,vitals_table_Respiratory Rate,0.039
19,b,9,vitals_table_Respiratory Rate,0.251
19,b,9,vitals_table_Respiratory Rate,0.048
19,b,9,vitals_table_Respiratory Rate,0.047
19,b,9,vitals_table_Respiratory Rate,0.055
19,b,9,vitals_table_Respiratory Rate,0.252
19,b,9,vitals_table_Respiratory Rate,0.09
19,b,9,vitals_table_Respiratory Rate,1.045
19,b,9,vitals_table_Heart Rate,1.85
19,b,9,vitals_table_Respiratory Rate,1.053
19,b,9,vitals_table_Respiratory Rate,0.596
19,b,9,vitals_table_Temperature,0.123
19,b,9,vitals_table_Diastolic Blood Pressure,0.1
19,b,9,vitals_table_Respiratory Rate,0.055
19,b,9,vitals_table_Respiratory Rate,0.252
19,b,9,vitals_table_Respiratory Rate,0.096
19,b,9,vitals_table_Respiratory Rate,0.101
19,b,9,vitals_table_Respiratory Rate,0.046
19,b,9,vitals_table_Respiratory Rate,0.157
19,b,9,vitals_table_Respiratory Rate,0.04
19,b,9,vitals_table_Respiratory Rate,0.059
19,b,9,vitals_table_Respiratory Rate,0.238
19,b,9,vitals_table_Respiratory Rate,0.198
19,b,9,vitals_table_Respiratory Rate,0.054
19,b,9,vitals_table_Respiratory Rate,0.042
19,b,9,vitals_table_Respiratory Rate,0.202
19,b,9,vitals_table_Respiratory Rate,0.073
19,b,9,vitals_table_Respiratory Rate,0.102
19,b,9,vitals_table_Respiratory Rate,0.048
19,b,9,vitals_table_Respiratory Rate,0.027
19,b,9,vitals_table_Respiratory Rate,0.251
19,b,9,vitals_table_Respiratory Rate,0.057
19,b,9,vitals_table_Respiratory Rate,0.395
19,b,10,vitals_table_Metric / Time (hours),0.019
19,b,10,vitals_table_Temperature,0.401
19,b,10,vitals_table_Metric / Time (hours),0.096
19,b,10,vitals_table_Metric / Time (hours),0.108
19,b,10,vitals_table_Metric / Time (hours),0.048
19,b,10,vitals_table_Temperature,0.234
19,b,10,vitals_table_Respiratory Rate,0.039
19,b,10,vitals_table_Temperature,0.061
19,b,10,vitals_table_Temperature,0.04
19,b,10,vitals_table_Temperature,0.098
19,b,10,vitals_table_Temperature,0.202
19,b,10,vitals_table_Temperature,0.054
19,b,10,vitals_table_Temperature,0.043
19,b,10,vitals_table_Temperature,0.301
19,b,10,vitals_table_Temperature,0.754
19,b,10,vitals_table_Respiratory Rate,0.06
19,b,10,vitals_table_Temperature,0.041
19,b,10,vitals_table_Respiratory Rate,0.093
19,b,10,vitals_table_Respiratory Rate,0.048
19,b,10,vitals_table_Respiratory Rate,0.158
19,b,10,vitals_table_Respiratory Rate,0.037
19,b,10,vitals_table_Respiratory Rate,0.153
19,b,10,vitals_table_Respiratory Rate,0.152
19,b,10,vitals_table_Respiratory Rate,0.004
19,b,10,vitals_table_Respiratory Rate,0.285
