user_id,user_archetype,patient,component,hover_duration
38,a,1,patient_details_age:,0.184
38,a,1,patient_details_sex:,0.051
38,a,1,patient_details_ethnicity:,1.379
38,a,1,patient_details_indices_of_multiple_deprivation_decile:,0.05
38,a,1,patient_details_co-morbidities:,0.647
38,a,1,patient_details_antibiotic_treatment:,1.15
38,a,1,vitals_table_Metric / Time (hours),0.545
38,a,1,vitals_table_Respiratory Rate,1.148
38,a,1,vitals_table_Glasgow Coma Score,0.067
38,a,1,vitals_table_Diastolic Blood Pressure,0.72
38,a,1,vitals_table_Supplemental Oxygen,0.962
38,a,1,vitals_table_Conscious Level,0.093
38,a,1,vitals_table_Glasgow Coma Score,0.249
38,a,1,vitals_table_Conscious Level,0.058
38,a,1,vitals_table_Glasgow Coma Score,0.111
38,a,2,patient_details_age:,0.27
38,a,2,patient_details_sex:,0.015
38,a,2,patient_details_co-morbidities:,0.101
38,a,2,vitals_table_Temperature,1.749
38,a,2,vitals_table_Heart Rate,0.819
38,a,2,echarts_plot,2.091
38,a,2,guidelines_pdf_simple,3.599
38,a,2,guidelines_pdf_simple,0.049
38,a,2,guidelines_pdf_simple,1.598
38,a,3,patient_details_age:,0.045
38,a,3,patient_details_sex:,0.516
38,a,3,patient_details_ethnicity:,0.103
38,a,3,patient_details_indices_of_multiple_deprivation_decile:,3.023
38,a,3,patient_details_diagnosis:,2.646
38,a,3,vitals_table_Metric / Time (hours),0.042
38,a,3,vitals_table_Metric / Time (hours),0.048
38,a,3,vitals_table_Metric / Time (hours),0.178
38,a,3,vitals_table_Temperature,0.061
38,a,3,vitals_table_Respiratory Rate,0.043
38,a,3,guidelines_pdf_simple,2.244
38,a,3,guidelines_pdf_simple,0.35
38,a,4,patient_details_sex:,0.024
38,a,4,patient_details_indices_of_multiple_deprivation_decile:,0.075
38,a,4,patient_details_co-morbidities:,0.277
38,a,4,patient_details_diagnosis:,4.498
38,a,4,vitals_table_Metric / Time (hours),0.052
38,a,4,vitals_table_Temperature,1.155
38,a,4,vitals_table_Temperature,1.147
38,a,4,vitals_table_Temperature,0.063
38,a,4,vitals_table_Metric / Time (hours),0.036
38,a,4,vitals_table_Metric / Time (hours),0.802
38,a,4,vitals_table_Metric / Time (hours),0.067
38,a,4,vitals_table_Respiratory Rate,0.048
38,a,4,vitals_table_Heart Rate,0.299
38,a,4,vitals_table_Respiratory Rate,0.116
38,a,4,vitals_table_Diastolic Blood Pressure,0.05
38,a,4,vitals_table_Diastolic Blood Pressure,0.856
38,a,4,vitals_table_Diastolic Blood Pressure,2.398
38,a,4,vitals_table_Diastolic Blood Pressure,2.0
38,a,4,vitals_table_Diastolic Blood Pressure,0.064
38,a,4,echarts_plot,0.064
38,a,4,prediction_alert,0.401
38,a,4,similar_table_4,0.062
38,a,4,similar_table_3,0.39
38,a,4,similar_table_3,0.247
38,a,4,similar_table_2,0.068
38,a,4,similar_table_1,0.033
38,a,4,similar_table_1,0.3
38,a,4,similar_table_1,0.256
38,a,4,similar_table_1,4.445
38,a,4,similar_table_Similar patient,0.003
38,a,4,similar_table_Similar patient,1.233
38,a,4,similar_table_1,1.649
38,a,4,similar_table_2,1.1
38,a,4,similar_table_3,0.214
38,a,4,similar_table_5,0.33
38,a,4,similar_table_1,1.596
38,a,4,similar_table_Similar patient,0.063
38,a,4,LLM_positive_points,0.046
38,a,4,vitals_table_Respiratory Rate,0.528
38,a,4,vitals_table_Respiratory Rate,0.341
38,a,4,vitals_table_Metric / Time (hours),0.198
38,a,4,vitals_table_Metric / Time (hours),0.834
38,a,4,vitals_table_Respiratory Rate,0.443
38,a,4,guideline_alert,1.651
38,a,4,guideline_alert,0.104
38,a,4,guideline_alert,0.049
38,a,4,guideline_alert,0.19
38,a,4,echarts_plot,1.312
38,a,4,vitals_table_Glasgow Coma Score,1.458
38,a,4,vitals_table_Conscious Level,0.998
38,a,4,vitals_table_Conscious Level,1.048
38,a,4,vitals_table_Conscious Level,0.057
38,a,4,vitals_table_Conscious Level,0.638
38,a,4,vitals_table_Conscious Level,0.447
38,a,4,vitals_table_Diastolic Blood Pressure,0.448
38,a,4,vitals_table_Diastolic Blood Pressure,0.159
38,a,4,vitals_table_Temperature,0.07
38,a,4,vitals_table_Respiratory Rate,0.036
38,a,4,vitals_table_Systolic Blood Pressure,0.058
38,a,4,vitals_table_Metric / Time (hours),0.27
38,a,4,vitals_table_Respiratory Rate,0.25
38,a,4,vitals_table_Metric / Time (hours),0.155
38,a,4,vitals_table_Respiratory Rate,0.193
38,a,4,vitals_table_Supplemental Oxygen,0.042
